ZIP_ID,Zip_Code,City_Name,Population_est,People__Sq_Mile,city_std,lat,lon
575,28675,"Sparta, North Carolina","6,110",54.19,Sparta,36.504083,-81.154502
576,27888,"Walstonburg, North Carolina","2,619",53.99,Walstonburg,35.589277,-77.71595
577,28396,"Wagram, North Carolina","2,714",53.8,Wagram,34.931594,-79.402627
578,28366,"Newton Grove, North Carolina","4,726",53.41,Newton Grove,35.230268,-78.361985
579,28660,"Olin, North Carolina","1,578",53.37,Olin,35.968548,-80.854418
580,27817,"Chocowinity, North Carolina","6,127",53.02,Chocowinity,35.441222,-77.076905
581,27897,"Woodland, North Carolina","2,194",52.65,Woodland,36.326705,-77.193928
582,27944,"Hertford, North Carolina","10,211",52.6,Hertford,36.195837,-76.386645
583,28654,"Moravian Falls, North Carolina","2,865",52.58,Moravian Falls,36.058164,-81.159284
584,28572,"Pink Hill, North Carolina","5,826",52.56,Pink Hill,35.015093,-77.730504
585,28020,"Casar, North Carolina","2,419",52.01,Casar,35.525678,-81.636594
586,27341,"Seagrove, North Carolina","5,015",52,Seagrove,35.524152,-79.699421
587,28705,"Bakersville, North Carolina","5,626",51.99,Bakersville,36.045318,-82.186725
588,28125,"Mount Ulla, North Carolina","1,940",51.44,Mount Ulla,35.659025,-80.698613
589,28422,"Bolivia, North Carolina","4,637",51.39,Bolivia,34.023041,-78.17287
590,28693,"Warrensville, North Carolina","1,782",51.02,Warrensville,36.473863,-81.564661
591,28586,"Vanceboro, North Carolina","6,928",50.82,Vanceboro,35.32643,-77.159484
592,28349,"Kenansville, North Carolina","3,472",50.69,Kenansville,34.979997,-77.896192
593,27024,"Lowgap, North Carolina","2,536",50.5,Lowgap,36.516571,-80.848966
594,28646,"Linville, North Carolina",230,50.23,Linville,36.062451,-81.876515
595,28571,"Oriental, North Carolina","2,498",49.95,Oriental,35.063131,-76.707283
596,28458,"Rose Hill, North Carolina","5,923",49.91,Rose Hill,34.816808,-78.077852
597,27921,"Camden, North Carolina","3,140",49.49,Camden,36.361312,-76.156367
598,27589,"Warrenton, North Carolina","8,381",49.28,Warrenton,36.333057,-78.122275
599,27046,"Sandy Ridge, North Carolina","2,033",49.2,Sandy Ridge,36.502219,-80.078264
600,28756,"Mill Spring, North Carolina","4,193",49.01,Mill Spring,35.332683,-82.166743
601,27256,"Gulf, North Carolina",166,48.47,Gulf,35.565606,-79.288688
602,28710,"Bat Cave, North Carolina",176,48.47,Bat Cave,35.465871,-82.288901
603,28466,"Wallace, North Carolina","8,456",48.16,Wallace,34.726634,-77.907832
604,28445,"Holly Ridge, North Carolina","4,606",48.09,Holly Ridge,34.516269,-77.560112
605,27570,"Ridgeway, North Carolina",216,47.71,Ridgeway,36.45375,-78.235926
606,27356,"Star, North Carolina","3,195",47.7,Star,35.443292,-79.802649
607,28606,"Boomer, North Carolina","1,929",47.67,Boomer,36.057151,-81.31593
608,27823,"Enfield, North Carolina","8,849",47.56,Enfield,36.213482,-77.70571
609,27541,"Hurdle Mills, North Carolina","3,346",47.26,Hurdle Mills,36.265928,-79.100571
610,28457,"Rocky Point, North Carolina","8,047",47.07,Rocky Point,34.459905,-77.862331
611,28685,"Traphill, North Carolina","2,009",46.73,Traphill,36.340516,-81.03162
612,27022,"Lawsonville, North Carolina","1,581",46.71,Lawsonville,36.512166,-80.215604
613,27016,"Danbury, North Carolina","1,824",46.69,Danbury,36.446821,-80.21985
614,28135,"Polkton, North Carolina","4,151",46.28,Polkton,35.044443,-80.21311
615,28433,"Clarkton, North Carolina","4,893",46.28,Clarkton,34.488505,-78.616673
616,28450,"Lake Waccamaw, North Carolina","2,357",46.26,Lake Waccamaw,34.324662,-78.515289
617,27553,"Manson, North Carolina","1,967",46.22,Manson,36.47819,-78.29274
618,27871,"Robersonville, North Carolina","5,032",46.17,Robersonville,35.802069,-77.260565
619,28906,"Murphy, North Carolina","16,454",46.09,Murphy,35.121209,-84.12546
620,27808,"Bath, North Carolina","2,269",45.92,Bath,35.467424,-76.759213
621,28018,"Bostic, North Carolina","5,432",45.86,Bostic,35.490775,-81.802678
622,27252,"Goldston, North Carolina","1,475",45.74,Goldston,35.550935,-79.358865
623,27883,"Stantonsburg, North Carolina","3,309",45.48,Stantonsburg,35.591314,-77.797084
624,28395,"Wade, North Carolina","2,134",44.71,Wade,35.139367,-78.740661
625,28521,"Chinquapin, North Carolina","1,964",44.68,Chinquapin,34.817902,-77.736618
626,27917,"Barco, North Carolina",881,44.64,Barco,36.358418,-75.99342
627,27816,"Castalia, North Carolina","2,064",44.15,Castalia,36.098182,-78.073602
628,28393,"Turkey, North Carolina","1,964",44,Turkey,34.980876,-78.189681
629,28735,"Gerton, North Carolina",167,44,Gerton,35.474962,-82.347445
630,28341,"Faison, North Carolina","4,260",43.74,Faison,35.120111,-78.174052
631,27229,"Candor, North Carolina","3,942",43.67,Candor,35.261205,-79.807741
632,28432,"Clarendon, North Carolina","1,655",43.33,Clarendon,34.168118,-78.758679
633,28643,"Lansing, North Carolina","3,052",43.32,Lansing,36.523609,-81.534236
634,28618,"Deep Gap, North Carolina","1,825",43.08,Deep Gap,36.193871,-81.51864
635,27053,"Westfield, North Carolina","2,811",43.04,Westfield,36.472259,-80.340718
636,27343,"Semora, North Carolina","1,576",42.7,Semora,36.505896,-79.108145
637,28430,"Cerro Gordo, North Carolina","2,061",42.23,Cerro Gordo,34.284007,-78.932772
638,27829,"Fountain, North Carolina","1,660",41.95,Fountain,35.690463,-77.617078
639,28119,"Morven, North Carolina","2,954",41.76,Morven,34.854612,-80.014303
640,27923,"Coinjock, North Carolina",652,41.55,Coinjock,36.345079,-75.937637
641,27937,"Gates, North Carolina","3,080",41.34,Gates,36.508724,-76.788898
642,27207,"Bear Creek, North Carolina","3,809",41.34,Bear Creek,35.603315,-79.385501
643,28438,"Evergreen, North Carolina","1,650",41.29,Evergreen,34.420398,-78.913721
644,28709,"Barnardsville, North Carolina","1,647",41.13,Barnardsville,35.770199,-82.394984
645,28392,"Tar Heel, North Carolina","1,759",41.08,Tar Heel,34.740867,-78.804488
646,27874,"Scotland Neck, North Carolina","5,818",40.93,Scotland Neck,36.134317,-77.418057
647,27208,"Bennett, North Carolina","1,762",40.77,Bennett,35.580182,-79.524806
648,27242,"Eagle Springs, North Carolina","2,284",40.49,Eagle Springs,35.335237,-79.632182
649,27926,"Corapeake, North Carolina","1,651",39.71,Corapeake,36.505115,-76.604925
650,27980,"Tyner, North Carolina","2,238",39.69,Tyner,36.247837,-76.627988
651,28453,"Magnolia, North Carolina","3,444",39.09,Magnolia,34.866403,-78.076452
652,28689,"Union Grove, North Carolina","1,742",39.02,Union Grove,36.038288,-80.909785
653,28753,"Marshall, North Carolina","10,169",39,Marshall,35.86408,-82.712731
654,27821,"Edward, North Carolina",429,38.8,Edward,35.337908,-76.852491
655,27850,"Littleton, North Carolina","7,373",38.58,Littleton,36.412391,-77.880191
656,28436,"Delco, North Carolina","1,714",38.4,Delco,34.275492,-78.281679
657,28369,"Orrum, North Carolina","2,777",38.39,Orrum,34.423373,-79.029416
658,28442,"Hallsboro, North Carolina","1,794",38.25,Hallsboro,34.301813,-78.608365
659,27891,"Whitakers, North Carolina","5,064",37.9,Whitakers,36.096496,-77.734109
660,27965,"Poplar Branch, North Carolina",538,37.67,Poplar Branch,36.230776,-75.899079
661,28683,"Thurmond, North Carolina","1,611",37.64,Thurmond,36.398897,-80.918268
662,28627,"Glade Valley, North Carolina","1,405",37.56,Glade Valley,36.441867,-81.010019
663,28479,"Winnabow, North Carolina","2,869",37.51,Winnabow,34.127157,-78.044842
664,27559,"Moncure, North Carolina","2,149",37.51,Moncure,35.63151,-79.088882
665,28529,"Grantsboro, North Carolina","1,953",37.34,Grantsboro,35.078712,-76.86827
666,27314,"Prospect Hill, North Carolina",668,37.29,Prospect Hill,36.286348,-79.19815
667,28765,"Penland, North Carolina",53,37.25,Penland,35.934408,-82.109938
668,28904,"Hayesville, North Carolina","7,414",37.02,Hayesville,35.068396,-83.733464
669,28684,"Todd, North Carolina","2,158",36.89,Todd,36.336086,-81.607828
670,28478,"Willard, North Carolina","2,257",36.48,Willard,34.671118,-78.050895
671,28747,"Lake Toxaway, North Carolina","1,918",36.09,Lake Toxaway,35.146361,-82.914277
672,27924,"Colerain, North Carolina","3,588",35.78,Colerain,36.175371,-76.851932
673,27884,"Stokes, North Carolina","1,124",35.66,Stokes,35.702849,-77.270314
674,28741,"Highlands, North Carolina","3,444",35.66,Highlands,35.059616,-83.244149
675,27281,"Jackson Springs, North Carolina","2,651",35.6,Jackson Springs,35.185285,-79.620176
676,27970,"Roper, North Carolina","3,579",35.2,Roper,35.897777,-76.544552
677,27973,"Shawboro, North Carolina",979,35.12,Shawboro,36.374385,-76.082183
678,28133,"Peachland, North Carolina","2,840",34.49,Peachland,34.887312,-80.288114
679,27306,"Mount Gilead, North Carolina","6,292",34.13,Mount Gilead,35.225229,-79.980186
680,28746,"Lake Lure, North Carolina","2,154",33.95,Lake Lure,35.460799,-82.183248
681,28589,"Williston, North Carolina",296,33.42,Williston,34.808441,-76.510879
682,28423,"Bolton, North Carolina","2,194",33.1,Bolton,34.320925,-78.386667
683,28523,"Cove City, North Carolina","2,635",32.46,Cove City,35.208786,-77.299531
684,27212,"Blanch, North Carolina","1,456",32.26,Blanch,36.480076,-79.27965
685,27866,"Pleasant Hill, North Carolina",938,32.22,Pleasant Hill,36.518176,-77.530573
686,28771,"Robbinsville, North Carolina","7,966",31.96,Robbinsville,35.348972,-83.80058
687,28615,"Creston, North Carolina","1,987",31.67,Creston,36.451777,-81.668178
688,27291,"Leasburg, North Carolina","1,942",31.6,Leasburg,36.36774,-79.161627
689,28763,"Otto, North Carolina","2,467",31.45,Otto,35.028618,-83.466858
690,27805,"Aulander, North Carolina","3,326",31.36,Aulander,36.207567,-77.092722
691,28717,"Cashiers, North Carolina","1,537",30.96,Cashiers,35.049339,-83.093366
692,27872,"Roxobel, North Carolina",335,30.92,Roxobel,36.187771,-77.268944
693,27507,"Bullock, North Carolina","1,732",30.84,Bullock,36.513546,-78.569507
694,28167,"Union Mills, North Carolina","2,365",30.8,Union Mills,35.508133,-81.961946
695,27956,"Maple, North Carolina",492,30.58,Maple,36.415722,-76.033527
696,27876,"Seaboard, North Carolina","1,457",30.45,Seaboard,36.474414,-77.405107
697,27839,"Halifax, North Carolina","4,185",30.43,Halifax,36.280743,-77.555932
698,27846,"Jamesville, North Carolina","2,942",30.29,Jamesville,35.758568,-76.897527
699,28515,"Bayboro, North Carolina","3,389",30.18,Bayboro,35.185887,-76.637517
700,28455,"Nakina, North Carolina","1,789",30.17,Nakina,34.10489,-78.638356
701,28719,"Cherokee, North Carolina","6,429",30.08,Cherokee,35.626752,-83.290096
702,28740,"Green Mountain, North Carolina","2,386",30.02,Green Mountain,36.052443,-82.3071
703,27938,"Gatesville, North Carolina","1,545",29.86,Gatesville,36.394005,-76.723103
704,27857,"Oak City, North Carolina","2,103",29.7,Oak City,35.970921,-77.260509
705,27562,"New Hill, North Carolina","1,727",29.66,New Hill,35.640917,-78.977672
706,27869,"Rich Square, North Carolina","2,686",29.48,Rich Square,36.27956,-77.311689
707,27979,"Sunbury, North Carolina","1,544",29.42,Sunbury,36.453612,-76.566904
708,27827,"Falkland, North Carolina",70,29.27,Falkland,35.703864,-77.503994
709,28665,"Purlear, North Carolina","2,488",29.26,Purlear,36.21602,-81.383476
710,28526,"Dover, North Carolina","2,486",28.85,Dover,35.224535,-77.409152
711,27942,"Harrellsville, North Carolina","1,140",28.83,Harrellsville,36.272503,-76.783869
