status_id,tweet_id,created_at,screen_name,text,is_retweet
1290667988891439104,65,2020-08-04T15:16:42Z,Tuan030383,"AAPL: 439.035 at Aug 4, 2020 3:16 PM",FALSE
1290647586488147973,66,2020-08-04T13:55:38Z,Tuan030383,"AAPL: 437.5088 at Aug 4, 2020 1:55 PM",FALSE
1290375745278287874,67,2020-08-03T19:55:26Z,Tuan030383,"AAPL: 435.97 at Aug 3, 2020 7:55 PM",FALSE
1290377266028056583,68,2020-08-03T20:01:28Z,Tuan030383,"AAPL: 435.75 at Aug 3, 2020 8:00 PM",FALSE
1290663408044593154,69,2020-08-04T14:58:30Z,Tuan030383,"AAPL: 439.41 at Aug 4, 2020 2:58 PM",FALSE
1290643490771218440,70,2020-08-04T13:39:21Z,Tuan030383,"AAPL: 433.82 at Aug 4, 2020 1:39 PM",FALSE
1290657800939606016,71,2020-08-04T14:36:13Z,Tuan030383,"AAPL: 440.83 at Aug 4, 2020 2:36 PM",FALSE
1290647068613238790,72,2020-08-04T13:53:34Z,Tuan030383,"AAPL: 437.9052 at Aug 4, 2020 1:53 PM",FALSE
1290661367356301312,73,2020-08-04T14:50:23Z,Tuan030383,"AAPL: 440.221 at Aug 4, 2020 2:50 PM",FALSE
1290373211910295552,74,2020-08-03T19:45:22Z,Tuan030383,"AAPL: 437.6 at Aug 3, 2020 7:45 PM",FALSE
1290666971214893063,75,2020-08-04T15:12:40Z,Tuan030383,"AAPL: 439.11 at Aug 4, 2020 3:12 PM",FALSE
1290650644941099009,76,2020-08-04T14:07:47Z,Tuan030383,"AAPL: 438.4197 at Aug 4, 2020 2:07 PM",FALSE
1290646047006560258,77,2020-08-04T13:49:31Z,Tuan030383,"AAPL: 437.48 at Aug 4, 2020 1:49 PM",FALSE
1290667492608745472,78,2020-08-04T15:14:44Z,Tuan030383,"AAPL: 439.52 at Aug 4, 2020 3:14 PM",FALSE
1290648608509960193,79,2020-08-04T13:59:42Z,Tuan030383,"AAPL: 438.5303 at Aug 4, 2020 1:59 PM",FALSE
1290652191938818049,80,2020-08-04T14:13:56Z,Tuan030383,"AAPL: 438.4506 at Aug 4, 2020 2:13 PM",FALSE
1290659828935917568,81,2020-08-04T14:44:17Z,Tuan030383,"AAPL: 439.5247 at Aug 4, 2020 2:44 PM",FALSE
1290376757326094337,82,2020-08-03T19:59:27Z,Tuan030383,"AAPL: 435.86 at Aug 3, 2020 7:59 PM",FALSE
1290649620155109376,83,2020-08-04T14:03:43Z,Tuan030383,"AAPL: 438.9 at Aug 4, 2020 2:03 PM",FALSE
1290375243866034177,84,2020-08-03T19:53:26Z,Tuan030383,"AAPL: 436.38 at Aug 3, 2020 7:53 PM",FALSE
1290650140865449985,85,2020-08-04T14:05:47Z,Tuan030383,"AAPL: 439.22 at Aug 4, 2020 2:05 PM",FALSE
1290369684131524608,86,2020-08-03T19:31:21Z,Tuan030383,"AAPL: 436.8922 at Aug 3, 2020 7:31 PM",FALSE
1290671555127709700,87,2020-08-04T15:30:52Z,Tuan030383,"AAPL: 438.9099 at Aug 4, 2020 3:30 PM",FALSE
1290376244060594176,88,2020-08-03T19:57:25Z,Tuan030383,"AAPL: 435.57 at Aug 3, 2020 7:57 PM",FALSE
1290662905390792705,89,2020-08-04T14:56:30Z,Tuan030383,"AAPL: 439.72 at Aug 4, 2020 2:56 PM",FALSE
1290671061009301505,90,2020-08-04T15:28:55Z,Tuan030383,"AAPL: 438.31 at Aug 4, 2020 3:28 PM",FALSE
1290371218676371457,91,2020-08-03T19:37:27Z,Tuan030383,"AAPL: 436.7094 at Aug 3, 2020 7:37 PM",FALSE
1290368655788855296,92,2020-08-03T19:27:16Z,Tuan030383,"AAPL: 436.68 at Aug 3, 2020 7:27 PM",FALSE
1290663896374751240,93,2020-08-04T15:00:26Z,Tuan030383,"AAPL: 438.18 at Aug 4, 2020 3:00 PM",FALSE
1290641952493514754,94,2020-08-04T13:33:15Z,Tuan030383,"AAPL: 438.34 at Aug 4, 2020 1:33 PM",FALSE
1290370185753440257,95,2020-08-03T19:33:20Z,Tuan030383,"AAPL: 436.545 at Aug 3, 2020 7:33 PM",FALSE
1290655753452359683,96,2020-08-04T14:28:05Z,Tuan030383,"AAPL: 442.2934 at Aug 4, 2020 2:27 PM",FALSE
1290365112763789313,97,2020-08-03T19:13:11Z,Tuan030383,"AAPL: 437.055 at Aug 3, 2020 7:13 PM",FALSE
1290657264169373696,98,2020-08-04T14:34:05Z,Tuan030383,"AAPL: 442.46 at Aug 4, 2020 2:34 PM",FALSE
1290670029806108675,99,2020-08-04T15:24:49Z,Tuan030383,"AAPL: 438.3986 at Aug 4, 2020 3:24 PM",FALSE
1290645044232364032,100,2020-08-04T13:45:32Z,Tuan030383,"AAPL: 435.7 at Aug 4, 2020 1:45 PM",FALSE
1290651168180404226,101,2020-08-04T14:09:52Z,Tuan030383,"AAPL: 438.69 at Aug 4, 2020 2:09 PM",FALSE
1290659320745660418,102,2020-08-04T14:42:16Z,Tuan030383,"AAPL: 439.52 at Aug 4, 2020 2:42 PM",FALSE
1290642999026819075,103,2020-08-04T13:37:24Z,Tuan030383,"AAPL: 435.97 at Aug 4, 2020 1:37 PM",FALSE
1290646575472152578,104,2020-08-04T13:51:37Z,Tuan030383,"AAPL: 438.84 at Aug 4, 2020 1:51 PM",FALSE
1290644515913699334,105,2020-08-04T13:43:26Z,Tuan030383,"AAPL: 434.2962 at Aug 4, 2020 1:43 PM",FALSE
1290368173682888704,106,2020-08-03T19:25:21Z,Tuan030383,"AAPL: 437.62 at Aug 3, 2020 7:25 PM",FALSE
1290670539753820163,107,2020-08-04T15:26:50Z,Tuan030383,"AAPL: 438.6131 at Aug 4, 2020 3:26 PM",FALSE
1290364612332998658,108,2020-08-03T19:11:12Z,Tuan030383,"AAPL: 437.755 at Aug 3, 2020 7:11 PM",FALSE
1290669506692603906,109,2020-08-04T15:22:44Z,Maaxxoo69,"AAPL: 439.22 at Aug 4, 2020 3:22 PM",FALSE
1290662391936679937,110,2020-08-04T14:54:28Z,Maaxxoo69,"AAPL: 440.5788 at Aug 4, 2020 2:54 PM",FALSE
1290642470930386947,111,2020-08-04T13:35:18Z,Maaxxoo69,"AAPL: 437.19 at Aug 4, 2020 1:35 PM",FALSE
1290669012049973250,112,2020-08-04T15:20:46Z,Maaxxoo69,"AAPL: 440.0302 at Aug 4, 2020 3:20 PM",FALSE
1290367148376952833,113,2020-08-03T19:21:16Z,Maaxxoo69,"AAPL: 436.76 at Aug 3, 2020 7:21 PM",FALSE
1290672062860865536,114,2020-08-04T15:32:53Z,Maaxxoo69,"AAPL: 438.375 at Aug 4, 2020 3:32 PM",FALSE
1290668487925432322,115,2020-08-04T15:18:41Z,Maaxxoo69,"AAPL: 439.43 at Aug 4, 2020 3:18 PM",FALSE
1290362572592619520,116,2020-08-03T19:03:05Z,Maaxxoo69,"AAPL: 437.57 at Aug 3, 2020 7:03 PM",FALSE
1290670029839781889,117,2020-08-04T15:24:49Z,Maaxxoo69,"AAPL: 438.3986 at Aug 4, 2020 3:24 PM",FALSE
1290666457068691459,118,2020-08-04T15:10:37Z,Maaxxoo69,"AAPL: 438.32 at Aug 4, 2020 3:10 PM",FALSE
1290665940707876866,119,2020-08-04T15:08:34Z,Maaxxoo69,"AAPL: 438.0633 at Aug 4, 2020 3:08 PM",FALSE
1290377266107736064,120,2020-08-03T20:01:28Z,Maaxxoo69,"AAPL: 435.75 at Aug 3, 2020 8:00 PM",FALSE
1290651168226648070,121,2020-08-04T14:09:52Z,Maaxxoo69,"AAPL: 438.69 at Aug 4, 2020 2:09 PM",FALSE
1290666971323928577,122,2020-08-04T15:12:40Z,Maaxxoo69,"AAPL: 439.11 at Aug 4, 2020 3:12 PM",FALSE
1290657801191202820,123,2020-08-04T14:36:13Z,Maaxxoo69,"AAPL: 440.83 at Aug 4, 2020 2:36 PM",FALSE
1290373211922862081,124,2020-08-03T19:45:22Z,Maaxxoo69,"AAPL: 437.6 at Aug 3, 2020 7:45 PM",FALSE
1290369180466925575,125,2020-08-03T19:29:21Z,Maaxxoo69,"AAPL: 437.06 at Aug 3, 2020 7:29 PM",FALSE
1290660838559358976,126,2020-08-04T14:48:17Z,Maaxxoo69,"AAPL: 440.115 at Aug 4, 2020 2:48 PM",FALSE
1290653197225385984,127,2020-08-04T14:17:56Z,Maaxxoo69,"AAPL: 438.7 at Aug 4, 2020 2:17 PM",FALSE
1290672581570371587,128,2020-08-04T15:34:57Z,Maaxxoo69,"AAPL: 438.4736 at Aug 4, 2020 3:34 PM",FALSE
1290364089332649986,129,2020-08-03T19:09:07Z,Maaxxoo69,"AAPL: 438.19 at Aug 3, 2020 7:09 PM",FALSE
1290645538321375232,130,2020-08-04T13:47:30Z,Maaxxoo69,"AAPL: 436.9 at Aug 4, 2020 1:47 PM",FALSE
1290653705143025664,131,2020-08-04T14:19:57Z,Maaxxoo69,"AAPL: 438.7601 at Aug 4, 2020 2:19 PM",FALSE
1290375745353785347,132,2020-08-03T19:55:26Z,Maaxxoo69,"AAPL: 435.97 at Aug 3, 2020 7:55 PM",FALSE
